SampleID,TaxaID,N_Taxa,INDEX_CLASS,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,FFG,TOLVAL,HABIT,NONTARGET
580572-8/8/23,Hydrobiidae,3,WestSteep,Mollusca,,Gastropoda,,Neotaenioglossa,Hydrobiidae,SC,6.9,CN,FALSE
580572-8/8/23,Hydropsychidae,23,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
580572-8/8/23,Isonychiidae,36,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Isonychiidae,CF,2.8,SW,FALSE
580572-8/8/23,Isopoda,1,WestSteep,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
580572-8/8/23,Lepidoptera,5,WestSteep,Arthropoda,,Insecta,,Lepidoptera,,SH,4.6,,FALSE
580572-8/8/23,Oligochaeta,3,WestSteep,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
580572-8/8/23,Pleidae,1,WestSteep,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
580572-8/8/23,Polycentropodidae,2,WestSteep,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,PR,5.5,CN,FALSE
580572-8/8/23,Psephenidae,9,WestSteep,Arthropoda,,Insecta,,Coleoptera,Psephenidae,SH;SC,3.9,CN,FALSE
580572-8/8/23,Simuliidae,5,WestSteep,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
580572-8/8/23,Tricorythidae,38,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
580572-8/8/23,Turbellaria,1,WestSteep,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
580572-8/8/23,Unionidae,1,WestSteep,Mollusca,,Bivalvia,,Unionoida,Unionidae,CF,5,BU,FALSE
580572-8/8/23,Veliidae,1,WestSteep,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
590339-9/13/23,Amphipoda,35,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
590339-9/13/23,Ancylidae,1,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
590339-9/13/23,Baetidae,56,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
590339-9/13/23,Baetiscidae,3,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetiscidae,CG,3.3,BU;CN;SP,FALSE
590339-9/13/23,Belostomatidae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
590339-9/13/23,Brachycentridae,3,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
590339-9/13/23,Calopterygidae,23,MidSizeDry,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
590339-9/13/23,Ceratopogonidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
590339-9/13/23,Chironomidae,36,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
590339-9/13/23,Coenagrionidae,2,MidSizeDry,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
590339-9/13/23,Corixidae,19,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
590339-9/13/23,Culicidae,2,MidSizeDry,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
590339-9/13/23,Decapoda,1,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
590339-9/13/23,Dytiscidae,2,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Dytiscidae,PR,6.2,BU;SW,FALSE
590339-9/13/23,Elmidae,3,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
590339-9/13/23,Gerridae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
590339-9/13/23,Gomphidae,2,MidSizeDry,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
590339-9/13/23,Heptageniidae,8,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
590339-9/13/23,Hydracarina,1,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
590339-9/13/23,Hydropsychidae,26,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
590339-9/13/23,Leptoceridae,6,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
590339-9/13/23,Leptophlebiidae,2,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
590339-9/13/23,Nepidae,1,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Nepidae,PR,7.4,CB;CN,FALSE
590339-9/13/23,Oligochaeta,4,MidSizeDry,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
590339-9/13/23,Physidae,1,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
590339-9/13/23,Pisidiidae,1,MidSizeDry,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
590339-9/13/23,Pleidae,2,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
590339-9/13/23,Psychomyiidae,2,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Psychomyiidae,SC,2.5,CN,FALSE
590339-9/13/23,Simuliidae,18,MidSizeDry,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
590339-9/13/23,Tipulidae,5,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
590339-9/13/23,Veliidae,3,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
590386-8/7/23,Amphipoda,23,East,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
590386-8/7/23,Ancylidae,3,East,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
590386-8/7/23,Baetidae,2,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
590386-8/7/23,Belostomatidae,1,East,Arthropoda,,Insecta,,Hemiptera,Belostomatidae,PR,9.9,CB;SW,FALSE
590386-8/7/23,Calopterygidae,1,East,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
590386-8/7/23,Ceratopogonidae,1,East,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
590386-8/7/23,Chironomidae,39,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
590386-8/7/23,Coenagrionidae,1,East,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
590386-8/7/23,Corydalidae,1,East,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
590386-8/7/23,Decapoda,1,East,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
590386-8/7/23,Elmidae,11,East,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
590386-8/7/23,Empididae,1,East,Arthropoda,,Insecta,,Diptera,Empididae,PR,5.3,CN;SP,FALSE
590386-8/7/23,Gerridae,1,East,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
590386-8/7/23,Gomphidae,1,East,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
590386-8/7/23,Heptageniidae,1,East,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
590386-8/7/23,Hirudinea,1,East,Annelida,,Hirudinea,Hirudinea,,,PR,NA,SP,FALSE
590386-8/7/23,Hydracarina,3,East,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
590386-8/7/23,Hydrophilidae,1,East,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
590386-8/7/23,Hydropsychidae,35,East,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
590386-8/7/23,Leptoceridae,3,East,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
590386-8/7/23,Limnephilidae,1,East,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
590386-8/7/23,Nematomorpha,1,East,Nematomorpha,,,,,,PR,NA,,FALSE
590386-8/7/23,Oligochaeta,1,East,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
590386-8/7/23,Physidae,5,East,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
590386-8/7/23,Pisidiidae,4,East,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
590386-8/7/23,Pleidae,1,East,Arthropoda,,Insecta,,Hemiptera,Pleidae,PR,NA,SW,FALSE
590386-8/7/23,Porifera,1,East,Porifera,,,,,,CF,NA,,FALSE
590386-8/7/23,Tipulidae,1,East,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
590386-8/7/23,Turbellaria,107,East,Platyhelminthes,,Turbellaria,,,,CG,NA,,FALSE
590386-8/7/23,Valvatidae,1,East,Mollusca,,Gastropoda,,Heterostropha,Valvatidae,SC,8,,FALSE
590386-8/7/23,Veliidae,1,East,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
590387-9/7/23,Aeshnidae,2,WetWide,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
590387-9/7/23,Amphipoda,67,WetWide,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
590387-9/7/23,Ancylidae,4,WetWide,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
590387-9/7/23,Athericidae,2,WetWide,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
590387-9/7/23,Baetidae,9,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
590387-9/7/23,Brachycentridae,8,WetWide,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
590387-9/7/23,Calopterygidae,7,WetWide,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
590387-9/7/23,Ceratopogonidae,2,WetWide,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
590387-9/7/23,Chironomidae,55,WetWide,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
590387-9/7/23,Cordulegastridae,1,WetWide,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
590387-9/7/23,Corydalidae,1,WetWide,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
590387-9/7/23,Decapoda,1,WetWide,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
590387-9/7/23,Elmidae,33,WetWide,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
590387-9/7/23,Gerridae,1,WetWide,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
590387-9/7/23,Helicopsychidae,25,WetWide,Arthropoda,,Insecta,,Trichoptera,Helicopsychidae,SC,2,BU,FALSE
590387-9/7/23,Heptageniidae,11,WetWide,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
590387-9/7/23,Hydracarina,6,WetWide,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
590387-9/7/23,Hydropsychidae,40,WetWide,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
590387-9/7/23,Leptoceridae,2,WetWide,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
590387-9/7/23,Limnephilidae,1,WetWide,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
590387-9/7/23,Oligochaeta,1,WetWide,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
590387-9/7/23,Philopotamidae,4,WetWide,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
590387-9/7/23,Phryganeidae,1,WetWide,Arthropoda,,Insecta,,Trichoptera,Phryganeidae,SH,4.5,CB;CN,FALSE
590387-9/7/23,Pisidiidae,1,WetWide,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
590387-9/7/23,Sialidae,1,WetWide,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
590387-9/7/23,Simuliidae,4,WetWide,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
590387-9/7/23,Tipulidae,4,WetWide,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
590387-9/7/23,Veliidae,1,WetWide,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
631143-7/5/23,Aeshnidae,9,WestSteep,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
631143-7/5/23,Baetidae,11,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
631143-7/5/23,Brachycentridae,1,WestSteep,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
631143-7/5/23,Caenidae,3,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,CG,4.2,BU;SP,FALSE
631143-7/5/23,Calopterygidae,5,WestSteep,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
631143-7/5/23,Chironomidae,64,WestSteep,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
631143-7/5/23,Corydalidae,1,WestSteep,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
631143-7/5/23,Decapoda,3,WestSteep,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
631143-7/5/23,Elmidae,86,WestSteep,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
631143-7/5/23,Gerridae,4,WestSteep,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
631143-7/5/23,Gomphidae,1,WestSteep,Arthropoda,,Insecta,,Odonata,Gomphidae,PR,4,BU,FALSE
631143-7/5/23,Heptageniidae,1,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
631143-7/5/23,Hydracarina,8,WestSteep,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
631143-7/5/23,Hydrophilidae,1,WestSteep,Arthropoda,,Insecta,,Coleoptera,Hydrophilidae,PR,5.4,BU;SW,FALSE
631143-7/5/23,Hydropsychidae,17,WestSteep,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
631143-7/5/23,Isopoda,3,WestSteep,Arthropoda,Crustacea,Crustacea,,Isopoda,,SH,7.6,,FALSE
631143-7/5/23,Leptoceridae,2,WestSteep,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
631143-7/5/23,Leptophlebiidae,2,WestSteep,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
631143-7/5/23,Oligochaeta,3,WestSteep,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
631143-7/5/23,Philopotamidae,3,WestSteep,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
631143-7/5/23,Pisidiidae,1,WestSteep,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
631143-7/5/23,Sialidae,1,WestSteep,Arthropoda,,Insecta,,Megaloptera,Sialidae,PR,5.1,BU,FALSE
631143-7/5/23,Simuliidae,5,WestSteep,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
631143-7/5/23,Tabanidae,1,WestSteep,Arthropoda,,Insecta,,Diptera,Tabanidae,PR,6.3,SP,FALSE
631143-7/5/23,Tipulidae,2,WestSteep,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
631143-7/5/23,Veliidae,4,WestSteep,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
640218-8/31/23,Amphipoda,11,Narrow,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
640218-8/31/23,Baetidae,88,Narrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
640218-8/31/23,Brachycentridae,1,Narrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
640218-8/31/23,Ceratopogonidae,1,Narrow,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
640218-8/31/23,Chironomidae,82,Narrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
640218-8/31/23,Coenagrionidae,1,Narrow,Arthropoda,,Insecta,,Odonata,Coenagrionidae,PR,8.1,CB;SP,FALSE
640218-8/31/23,Corixidae,19,Narrow,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
640218-8/31/23,Culicidae,1,Narrow,Arthropoda,,Insecta,,Diptera,Culicidae,CF,8.1,SW,FALSE
640218-8/31/23,Ephemeridae,1,Narrow,Arthropoda,,Insecta,,Ephemeroptera,Ephemeridae,CG,3,BU,FALSE
640218-8/31/23,Gerridae,1,Narrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
640218-8/31/23,Hydracarina,5,Narrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
640218-8/31/23,Hydropsychidae,3,Narrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
640218-8/31/23,Hydroptilidae,4,Narrow,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
640218-8/31/23,Limnephilidae,3,Narrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
640218-8/31/23,Lymnaeidae,1,Narrow,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
640218-8/31/23,Oligochaeta,10,Narrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
640218-8/31/23,Physidae,28,Narrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
640218-8/31/23,Pisidiidae,13,Narrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
640218-8/31/23,Pteronarcyidae,1,Narrow,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
640218-8/31/23,Simuliidae,189,Narrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
640218-8/31/23,Tipulidae,1,Narrow,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
640218-8/31/23,Veliidae,1,Narrow,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
640360-8/31/23,Amphipoda,31,MidSizeDry,Arthropoda,Crustacea,Crustacea,,Amphipoda,,SH,6.2,,FALSE
640360-8/31/23,Baetidae,91,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
640360-8/31/23,Brachycentridae,3,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
640360-8/31/23,Chironomidae,131,MidSizeDry,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
640360-8/31/23,Corixidae,5,MidSizeDry,Arthropoda,,Insecta,,Hemiptera,Corixidae,CG,8.2,SW,FALSE
640360-8/31/23,Elmidae,1,MidSizeDry,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
640360-8/31/23,Ephemerellidae,3,MidSizeDry,Arthropoda,,Insecta,,Ephemeroptera,Ephemerellidae,SC,2.2,CN,FALSE
640360-8/31/23,Hydracarina,14,MidSizeDry,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
640360-8/31/23,Hydropsychidae,19,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
640360-8/31/23,Hydroptilidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
640360-8/31/23,Limnephilidae,1,MidSizeDry,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
640360-8/31/23,Lymnaeidae,1,MidSizeDry,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,SC,6.4,CB,FALSE
640360-8/31/23,Oligochaeta,3,MidSizeDry,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
640360-8/31/23,Perlidae,1,MidSizeDry,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
640360-8/31/23,Pisidiidae,1,MidSizeDry,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
640360-8/31/23,Pteronarcyidae,1,MidSizeDry,Arthropoda,,Insecta,,Plecoptera,Pteronarcyidae,SH,0.4,CN,FALSE
640360-8/31/23,Simuliidae,256,MidSizeDry,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
640360-8/31/23,Tipulidae,1,MidSizeDry,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
660166-8/2/23,Aeshnidae,2,VeryNarrow,Arthropoda,,Insecta,,Odonata,Aeshnidae,PR,5.7,CB;CN,FALSE
660166-8/2/23,Ancylidae,4,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660166-8/2/23,Athericidae,6,VeryNarrow,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660166-8/2/23,Baetidae,13,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660166-8/2/23,Brachycentridae,9,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
660166-8/2/23,Calopterygidae,4,VeryNarrow,Arthropoda,,Insecta,,Odonata,Calopterygidae,PR,6.1,CB;CN,FALSE
660166-8/2/23,Ceratopogonidae,2,VeryNarrow,Arthropoda,,Insecta,,Diptera,Ceratopogonidae,PR,6.3,BU;SP,FALSE
660166-8/2/23,Chironomidae,51,VeryNarrow,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660166-8/2/23,Cordulegastridae,3,VeryNarrow,Arthropoda,,Insecta,,Odonata,Cordulegastridae,PR,2.9,BU,FALSE
660166-8/2/23,Corydalidae,3,VeryNarrow,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660166-8/2/23,Elmidae,9,VeryNarrow,Arthropoda,,Insecta,,Coleoptera,Elmidae,CG,4,CN,FALSE
660166-8/2/23,Gerridae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Gerridae,PR,5.7,SK,FALSE
660166-8/2/23,Glossosomatidae,16,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,SC,0.6,CN,FALSE
660166-8/2/23,Heptageniidae,6,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Heptageniidae,SC,1.9,CN,FALSE
660166-8/2/23,Hydracarina,1,VeryNarrow,Arthropoda,,Arachnida,,,,PR,5.5,,FALSE
660166-8/2/23,Hydropsychidae,63,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydropsychidae,CF,2.7,CN,FALSE
660166-8/2/23,Hydroptilidae,4,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,SC,4,CN,FALSE
660166-8/2/23,Lepidostomatidae,4,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Lepidostomatidae,SH,1,CB,FALSE
660166-8/2/23,Leptoceridae,5,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,SH,3.6,SP;SW,FALSE
660166-8/2/23,Leptophlebiidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,CG,2.3,CN;SW,FALSE
660166-8/2/23,Limnephilidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Limnephilidae,SH,2.8,SP,FALSE
660166-8/2/23,Nematomorpha,1,VeryNarrow,Nematomorpha,,,,,,PR,NA,,FALSE
660166-8/2/23,Oligochaeta,2,VeryNarrow,Annelida,,Oligochaeta,,Haplotaxida,,CG,NA,BU,FALSE
660166-8/2/23,Perlidae,5,VeryNarrow,Arthropoda,,Insecta,,Plecoptera,Perlidae,PR,1.8,CN,FALSE
660166-8/2/23,Philopotamidae,1,VeryNarrow,Arthropoda,,Insecta,,Trichoptera,Philopotamidae,CF,1.4,CN,FALSE
660166-8/2/23,Physidae,13,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Physidae,SC,8,CB,FALSE
660166-8/2/23,Pisidiidae,1,VeryNarrow,Mollusca,,Bivalvia,,Veneroida,Pisidiidae,CF,6.6,BU,FALSE
660166-8/2/23,Planorbidae,1,VeryNarrow,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,SC,6.5,CB,FALSE
660166-8/2/23,Simuliidae,37,VeryNarrow,Arthropoda,,Insecta,,Diptera,Simulidae,CF,4.2,CN,FALSE
660166-8/2/23,Tipulidae,1,VeryNarrow,Arthropoda,,Insecta,,Diptera,Tipulidae,CG,4,BU,FALSE
660166-8/2/23,Tricorythidae,2,VeryNarrow,Arthropoda,,Insecta,,Ephemeroptera,Tricorythidae,CG,NA,,FALSE
660166-8/2/23,Veliidae,1,VeryNarrow,Arthropoda,,Insecta,,Hemiptera,Veliidae,PR,6.3,SK,FALSE
660172-8/1/23,Ancylidae,4,East,Mollusca,,Gastropoda,,Basommatophora,Ancylidae,SC,6.7,CB;CN,FALSE
660172-8/1/23,Athericidae,5,East,Arthropoda,,Insecta,,Diptera,Athericidae,PR,2,SP,FALSE
660172-8/1/23,Baetidae,39,East,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,CG,4.6,CN;SW,FALSE
660172-8/1/23,Brachycentridae,6,East,Arthropoda,,Insecta,,Trichoptera,Brachycentridae,CF,1,CN,FALSE
660172-8/1/23,Chironomidae,10,East,Arthropoda,,Insecta,,Diptera,Chironomidae,CG,5.5,,FALSE
660172-8/1/23,Corydalidae,3,East,Arthropoda,,Insecta,,Megaloptera,Corydalidae,PR,4.9,CN,FALSE
660172-8/1/23,Decapoda,1,East,Arthropoda,Crustacea,Crustacea,,Decapoda,Decapoda,CG,6.4,,FALSE
