MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
MTVOLWQM_WQX-SEELEY_6,Montana,Seeley Lake at Ranger Station (Rice Creek),Lake,47.212854,-113.521901
MTVOLWQM_WQX-SEELEY_7,Montana,Seeley Lake at N end of River Point Campground,Lake,47.188128,-113.514231
MTVOLWQM_WQX-SEELEY_8,Montana,Seeley Lake at S end of Big Larch Campground,Lake,47.181081,-113.490904
MTVOLWQM_WQX-SEELEY_9,Montana,Seeley Lake at Clearwater River Inlet,Lake,47.211833,-113.526833
MTVOLWQM_WQX-SEELEYLKM,Montana,Seeley Lake middle basin,Lake,47.18636,-113.50449
MTVOLWQM_WQX-SEELEYLKN,Montana,Seeley Lake north basin,Lake,47.20462,-113.51986
MTVOLWQM_WQX-SEELEYLKS,Montana,Seeley Lake south basin,Lake,47.17493,-113.48854
MTVOLWQM_WQX-SEL,Montana,Seeley Creek,Stream,47.18307,-113.48162
MTVOLWQM_WQX-SELINDY_ECOLI,Montana,SELINDYECOLI,Lake,47.174,-113.48
MTVOLWQM_WQX-SERIV_ECOLI,Montana,SERIVECOLI,Lake,47.165,-113.49
MTVOLWQM_WQX-SF-NBURNTFK-A,Montana,North Burnt Fork A,Stream,46.52722,-114.088
MTVOLWQM_WQX-SF-NBURNTFK-AA,Montana,N. Burnt Fork Creek AA,Stream,46.533834,-114.097733
MTVOLWQM_WQX-SF-NBURNTFK-B,Montana,N. Burnt Fork Creek B,Stream,46.45667,-113.93806
MTVOLWQM_WQX-SF-NBURNTFK-C,Montana,N. Burnt Fork Creek C,Stream,46.404055,-113.904142
MTVOLWQM_WQX-SF-NBURNTFK-D,Montana,North Burnt Fork D,Stream,46.39607,-113.90314
MTVOLWQM_WQX-SF-NFRYECR-A,Montana,North Rye Creek A,Stream,45.978431,-114.038086
MTVOLWQM_WQX-SF-NFRYECR-B,Montana,NF Rye Creek B,Stream,45.996343,-114.031624
MTVOLWQM_WQX-SF-RYECR-A,Montana,NF Rye Creek A,Stream,45.979153,-114.028113
MTVOLWQM_WQX-SF-RYECR-AA,Montana,Rye Creek AA,Stream,45.966767,-114.117009
MTVOLWQM_WQX-SF-RYECR-B,Montana,Rye Creek B,Stream,45.97916,-114.028091
MTVOLWQM_WQX-SF-SKALKAHOCR-A,Montana,Skalkaho Creek A,Stream,46.214281,-114.155135
MTVOLWQM_WQX-SF-SKALKAHOCR-AA,Montana,Skalkaho Creek  AA,Stream,46.197153,-114.113069
MTVOLWQM_WQX-SF-SKALKAHOCR-B,Montana,Skalkaho Creek B,Stream,46.17028,-113.90916
MTVOLWQM_WQX-SF-SKALKAHOCR-C,Montana,Skalkaho Creek C,Stream,46.169333,-113.911171
MTVOLWQM_WQX-SF-SKALKAHOCR-D,Montana,Skalkaho Creek D,Stream,46.167881,-113.912717
MTVOLWQM_WQX-SF-THREEMILECR-A,Montana,Threemile Creek C,Stream,46.621497,-113.898419
MTVOLWQM_WQX-SF-THREEMILECR-B,Montana,Threemile Creek B,Stream,46.60444,-113.93444
MTVOLWQM_WQX-SF-THREEMILECR-C,Montana,Threemile Creek A,Stream,46.566433,-114.061229
MTVOLWQM_WQX-SF-WILLOWCR-A,Montana,Willow Creek A,Stream,46.32722,-114.135
MTVOLWQM_WQX-SF-WILLOWCR-AA,Montana,Willow Creek AA,Stream,46.293488,-113.96538
MTVOLWQM_WQX-SF-WILLOWCR-B,Montana,Willow Creek B,Stream,46.29862,-114.0755
MTVOLWQM_WQX-SFYAAKR,Montana,South Fork Yaak River,Stream,48.82677,-115.68921
MTVOLWQM_WQX-RC-CAMP,Montana,Ruby Creek at Campground,Stream,45.059425,-111.665258
MTVOLWQM_WQX-SM-CR,Montana,South Meadow Creek upstream N Ennis Lake Road crossing,Stream,45.444024,-111.719009
MTVOLWQM_WQX-SM-EDC,Montana,South Meadow Creek middle,Stream,45.450967,-111.747217
MTVOLWQM_WQX-SM-HWY,Montana,South Meadow Creek at Hwy 287 crossing,Stream,45.447775,-111.73145
MTVOLWQM_WQX-SM-LKRD,Montana,South Meadow Creek lower,Stream,45.443517,-111.718617
MTVOLWQM_WQX-SM-NMCR,Montana,South Meadow Creek at North Meadow Creek Road crossing,Stream,45.44688,-111.76228
MTVOLWQM_WQX-SM-WEIR,Montana,South Meadow Creek at Weir,Stream,45.45085,-111.82071
MTVOLWQM_WQX-SP-1,Montana,Little Bitterroot Lake at Slaughter House Bay,Lake,48.1173,-114.7042
MTVOLWQM_WQX-SP-10,Montana,Little Bitterroot Lake at Northwest Bay,Lake,48.1378,-114.7317
MTVOLWQM_WQX-SP-2,Montana,Little Bitterroot Lake at Herrig Creek Bay,Lake,48.1371,-114.7162
MTVOLWQM_WQX-SP-3,Montana,Little Bitterroot Lake at Lock Bay,Lake,48.1201,-114.7384
MTVOLWQM_WQX-SP-4,Montana,Little Bitterroot Lake southwest,Lake,48.0988,-114.7188
MTVOLWQM_WQX-SP-5,Montana,Little Bitterroot Lake Center,Lake,48.1146,-114.7156
MTVOLWQM_WQX-SP-6,Montana,Little Bitterroot Lake southeast,Lake,48.0967,-114.6912
MTVOLWQM_WQX-SP-7,Montana,Herrig Creek at mouth,Stream,48.1392,-114.7127
MTVOLWQM_WQX-SP-9,Montana,Little Bitterroot River at mouth,Stream,48.0924,-114.6981
MTVOLWQM_WQX-SPREADC,Montana,Spread Creek,Stream,48.8227,-115.85121
MTVOLWQM_WQX-SR-6205000,Montana,Stillwater River at USGS Station 06205000,Stream,45.536742,-109.422056
MTVOLWQM_WQX-SRF-1,Montana,Stillwater River at Firemans Point FAS,Stream,45.62346,-109.289129
MTVOLWQM_WQX-SRJB-1,Montana,Stillwater River near Johnson Bridge,Stream,45.528543,-109.468368
MTVOLWQM_WQX-SRM-1,Montana,Stillwater River at Moraine FAS,Stream,45.460932,-109.75704
MTVOLWQM_WQX-SWP,Montana,Swamp Creek,Stream,47.18871,-113.42344
MTVOLWQM_WQX-TC-VARNEY,Montana,Trail Creek at Varney Road,Stream,45.284832,-111.768313
MTVOLWQM_WQX-TOM1,Montana,Tom Miner Creek near mouth,Stream,45.199,-110.911
MTVOLWQM_WQX-TRL,Montana,Trail Creek,Stream,47.19064,-113.43141
MTVOLWQM_WQX-UCL,Montana,Clearwater River at Boy Scout Rd,Stream,47.2357,-113.53805
MTVOLWQM_WQX-UHL,Montana,Uhler Creek,Stream,47.29386,-113.58204
MTVOLWQM_WQX-UPYAAKR,Montana,Upper Ford Yaak River,Stream,48.90855,-115.66201
MTVOLWQM_WQX-SP,Montana,Salish Point,Lake,47.697477,-114.1611
MTVOLWQM_WQX-SM,Montana,Somers,Lake,48.077402,-114.232724
MTVOLWQM_WQX-VP,Montana,Volunteer Park,Lake,48.019749,-114.222695
MTVOLWQM_WQX-WF,Montana,Wayfarers State Park,Lake,48.054638,-114.08343
MTVOLWQM_WQX-WFC,Montana,"Clearwater River, West Fork",Stream,47.25227,-113.58351
MTVOLWQM_WQX-WSH,Montana,West Shore State Park,Lake,47.948115,-114.184269
MTVOLWQM_WQX-WF-RC,Montana,W Fork Rock Creek,Stream,45.1576,-109.2688
MTVOLWQM_WQX-WF-RC-SR,Montana,W Fork Rock Creek Silver Run Bridge,Stream,45.15028,-109.34062
MTVOLWQM_WQX-WFYAAKR,Montana,West Fork Yaak River,Stream,48.93378,-115.67415
MTVOLWQM_WQX-WIG-GRRD,Montana,Wigwam Creek near Gravelly Rng Rd,Stream,45.208414,-111.761491
MTVOLWQM_WQX-WP,Montana,Wolf Point,Lake,47.755988,-114.154336
MTVOLWQM_WQX-WRBC-L,Montana,"West Rosebud Cr below Fishtail, MT, at Lanen Ranch bridge",Stream,45.466926,-109.491408
MTVOLWQM_WQX-WS,Montana,Wise River - near confluence with Big Hole,Stream,45.797401,-112.949816
CHIPCREE_WQX-BS6,Montana,Above Green Creek,Stream,48.165803,-109.773703
CHIPCREE_WQX-GR1,Montana,"Green Creek, before entering BS Creek",Stream,48.165803,-109.7738
MTVOLWQM_WQX-YEL1,Montana,Yellowstone River by Gardiner Airport,Stream,45.045,-110.738
MTVOLWQM_WQX-YEL2,Montana,Yellowstone River at Corwin Springs Fishing Access,Stream,45.107,-110.79
MTVOLWQM_WQX-YEL3,Montana,Yellowstone River downstream Tom Miner confluence,Stream,45.205,-110.902
MTVOLWQM_WQX-YEL4,Montana,Yellowstone River at Reedfly Farm,Stream,45.328,-110.773
MTVOLWQM_WQX-YEL5,Montana,Yellowstone River at Grey Owl Fishing Access,Stream,45.398,-110.704
MTVOLWQM_WQX-YEL6,Montana,Yellowstone River at Dan Bailey/Paradise Fishing Access,Stream,45.421,-110.637
MTVOLWQM_WQX-YEL7,Montana,Yellowstone River at Mallard's Rest Fishing Access,Stream,45.483,-110.62
MTVOLWQM_WQX-YEL8,Montana,Yellowstone River at Pine Creek Fishing Access,Stream,45.512,-110.583
MTVOLWQM_WQX-YEL9,Montana,Yellowstone River at Carter's Bridge Fishing Access,Stream,45.597,-110.566
MTVOLWQM_WQX-YR_AI,Montana,Yellowstone River at Amelia Island FAS,Stream,46.314038,-107.239652
MTVOLWQM_WQX-YR_M298,Montana,Yellowstone River under Musselshell Trail Road Bridge,Stream,46.140582,-107.548564
MTVOLWQM_WQX-YR_M328,Montana,Yellowstone River at Bundy Bridge FAS,Stream,45.9955,-108.01181
MTVOLWQM_WQX-YR_M349,Montana,Yellowstone River at Huntley Bridge upstream of Hwy 312,Stream,45.90367,-108.316738
MTVOLWQM_WQX-YR_M360,Montana,Yellowstone River at East Bridge FAS,Stream,45.797288,-108.469265
MTVOLWQM_WQX-YR_M374,Montana,Yellowstone River at Duck Creek FAS,Stream,45.68695,-108.644384
MTVOLWQM_WQX-YR_M387,Montana,Yellowstone River at Buffalo Mirage FAS,Stream,45.609455,-108.842394
MTWTRSHD_WQX-ABBOT,Montana,Abbot Lake at deep site,Lake,48.11772,-114.05183
MTWTRSHD_WQX-ASHLEY-E,Montana,Ashley Lake at east deep site,Lake,48.21303,-114.59737
MTWTRSHD_WQX-ASHLEY-W,Montana,Ashley Lake at west deep site,Lake,48.20261,-114.62091
MTWTRSHD_WQX-BAILEY,Montana,Bailey Lake at deep site,Lake,48.47114,-114.13046
MTWTRSHD_WQX-BEAV-CRK-RR,Montana,Beaver Creek at railroad,Stream,48.43817,-114.39023
MTWTRSHD_WQX-BEAVER,Montana,Beaver Lake at deep site,Lake,48.43309,-114.42132
MTWTRSHD_WQX-BEAVERCR_MOUTH,Montana,Near Mouth of Beaver Creek,Stream,45.22617,-111.250092
MTWTRSHD_WQX-BH-1,Montana,BROADWATER_HYDROELECTRIC_1,Stream,46.10653,-111.41659
MTWTRSHD_WQX-BH-2,Montana,BROADWATER_HYDROELECTRIC_2,Stream,46.12117,-111.40901
MTWTRSHD_WQX-BH-3,Montana,BROADWATER_HYDROELECTRIC_3,Stream,46.11973,-111.40662
MTVOLWQM_WQX-WOODSBAY,Montana,Woods Bay,Lake,47.994408,-114.062506
MTWTRSHD_WQX-BIG-THERR,Montana,Big Therriault Lake at deep site,Lake,48.93254,-114.87661
MTWTRSHD_WQX-BITR-C05BITRR24,Montana,Bitterroot River at Bell Crossing,Stream,46.4436,-114.1263
MTWTRSHD_WQX-BITR-C05BITTR03,Montana,Bitteroot River at Main St Hamilton Bridge,Stream,46.24693,-114.176
MTWTRSHD_WQX-BITR-C05BITTR06,Montana,Bitterroot River at Hannon Fishing Access,Stream,45.9735,-114.14096
MTWTRSHD_WQX-BKRCDNRC,Montana,Baker Creek above Amsterdam Road,Stream,45.772709,-111.254077
MTWTRSHD_WQX-BLAINE,Montana,Lake Blaine at deep site,Lake,48.24519,-114.11948
MTWTRSHD_WQX-BLANCH,Montana,Blanchard Lake at deep site,Lake,48.38358,-114.36535
MTWTRSHD_WQX-BOOTJACK,Montana,Bootjack Lake at deep site,Lake,48.42362,-114.49454
MTWTRSHD_WQX-BOZMC00,Montana,Bozeman Creek near mouth,Stream,45.693561,-111.027659
MTWTRSHD_WQX-BRIDC01,Montana,Bridger Creek below Story Mill Road,Stream,45.709235,-111.021478
MTWTRSHD_WQX-BUCKCR_MOUTH,Montana,Near Mouth of Buck Creek,Stream,45.16739,-111.245861
MTWTRSHD_WQX-BWTF-GL-BK,Montana,"Gallatin River near Rainbow Ranch, downstream Twin Cabin Creek confluence",Stream,45.201159,-111.238891
MTWTRSHD_WQX-BWTF-GL-UP,Montana,Gallatin River about 500 ft upstream West Fork Gallatin River confluence,Stream,45.263678,-111.252998
MTWTRSHD_WQX-BWTF-PARK,Montana,Gallatin River at YNP Boundary (PARK),Stream,45.05467,-111.15599
MTWTRSHD_WQX-CAMPCMTH,Montana,Camp Creek below Dry Creek Road,Stream,45.860336,-111.298563
MTWTRSHD_WQX-COMBITR02,Montana,Bitterroot River at Buckhouse Bridge,Stream,46.83194,-114.05306
MTWTRSHD_WQX-COMBITR03,Montana,Bitterroot River at Florence bridge,Stream,46.633056,-114.049167
MTWTRSHD_WQX-COMBITR04,Montana,Bitterroot River at Veterans Bridge in Hamilton,Stream,46.2792,-114.1606
MDEQ_MPDES_WQX-ASHLEY-DS-S,Montana,Ashley Creek downstream of WWTP-South,Stream,48.174244,-114.308273
MTWTRSHD_WQX-DICKEY,Montana,Dickey Lake at deep site,Lake,48.70962,-114.81444
MTWTRSHD_WQX-DOLLAR,Montana,Dollar Lake at deep site,Lake,48.44638,-114.4148
MTWTRSHD_WQX-DRYCM,Montana,Dry Creek at mouth (East Gallatin River),Stream,45.868898,-111.219897
MTWTRSHD_WQX-ECHO,Montana,Echo Lake at deep site,Lake,48.12237,-114.03438
MTWTRSHD_WQX-EGALGRR,Montana,East Gallatin River at Gallatin River Ranch,Stream,45.892002,-111.331781
MTWTRSHD_WQX-EGALRA,Montana,East Gallatin River about 1.7 miles downstream of Bridger Creek confluence,Stream,45.715,-111.04639
MTWTRSHD_WQX-EGALRB,Montana,East Gallatin River about 0.3 stream miles u/s Bozeman WRF outfall,Stream,45.725662,-111.063943
MTWTRSHD_WQX-EGALRC,Montana,East Gallatin River about 0.9 stream miles d/s Bozeman WRF outfall,Stream,45.728426,-111.072385
MTWTRSHD_WQX-EGALRD,Montana,East Gallatin River 0.3 stream miles d/s Riverside Water & Sewer District ponds,Stream,45.73847,-111.068989
MTWTRSHD_WQX-EGALRF,Montana,East Gallatin River lower third of river reach,Stream,45.768425,-111.097836
MTWTRSHD_WQX-EGALRH,Montana,East Gallatin River u/s Dry Creek irrigation withdrawal,Stream,45.826039,-111.142167
MTWTRSHD_WQX-EGALRI,Montana,East Gallatin River upstream of Dry Creek irrigation system return flow,Stream,45.88921,-111.26408
MTWTRSHD_WQX-EGALUSGS,Montana,East Gallatin River above Springhill Road,Stream,45.725633,-111.066526
MTWTRSHD_WQX-EGRF1,Montana,East Gallatin River at the mouth,Stream,45.8923,-111.3286
MTWTRSHD_WQX-EGRF2,Montana,East Gallatin River upstream of the Hyalite Creek confluence,Stream,45.7888,-111.1195
MTWTRSHD_WQX-EGRF3,Montana,East Gallatin River along Kelly Canyon Road,Stream,45.6712,-110.9751
MTWTRSHD_WQX-FH-CONRAD,Montana,Flathead Lake at Conrad Point,Lake,48.0072,-114.19223
MTWTRSHD_WQX-FH-INDIAN,Montana,Flathead Lake at Indian Bay,Lake,47.80687,-114.17547
MTWTRSHD_WQX-FH-MACK,Montana,Flathead Lake at Mackinaw Alley,Lake,47.84882,-114.25096
MTWTRSHD_WQX-FH-SKIDOO,Montana,Flathead Lake at Skidoo Bay,Lake,47.756986,-114.055049
MTWTRSHD_WQX-FH-SOMERS,Montana,Flathead Lake at Somers,Lake,48.03989,-114.13678
MTWTRSHD_WQX-FH-WOODS,Montana,Flathead Lake at Woods Bay,Lake,48.00066,-114.06081
MTWTRSHD_WQX-FH-YELLOW,Montana,Flathead Lake at Yellow Bay,Lake,47.87163,-114.03154
MTWTRSHD_WQX-FISH,Montana,Fish Lake at deep site,Lake,48.67711,-114.7248
MTWTRSHD_WQX-FOYS,Montana,Foys Lake at deep site,Lake,48.16738,-114.36279
MTWTRSHD_WQX-GALHRNGR,Montana,Gallatin River at Harringer Bridge,Stream,45.52309,-111.25025
MTWTRSHD_WQX-GALLATIN_ABV_SPANISH,Montana,Gallatin River just upstream Spanish Creek confluence,Stream,45.49132,-111.27209
MTWTRSHD_WQX-GALLATIN_ABV_TAYLOR,Montana,Gallatin River Above Taylor Fork,Stream,45.05439,-111.1561
MTWTRSHD_WQX-GALLATIN_ABV_WF,Montana,Gallatin River Above West Fork Confluence,Stream,45.26368,-111.253
MTWTRSHD_WQX-GALLATIN_BLW_BUCK,Montana,Gallatin River Below Buck Creek,Stream,45.20116,-111.23889
MDEQ_MPDES_WQX-ASHLEY-US-N,Montana,Ashley Creek upstream of WWTP-North,Stream,48.174395,-114.308661
MTWTRSHD_WQX-GALLATIN_BLW_TAYLOR,Montana,Gallatin River 5 miles downstream Taylor Fork confluence,Stream,45.14156,-111.24095
MTWTRSHD_WQX-GALLATIN_BLW_WF,Montana,Gallatin River 3.5 miles downstream West Fork Gallatin confluence,Stream,45.29751,-111.20941
MTWTRSHD_WQX-GLEN,Montana,Glen Lake at deep site,Lake,48.86221,-114.9481
MTWTRSHD_WQX-HALFM,Montana,Halfmoon Lake at deep site,Lake,48.47169,-114.00304
MTWTRSHD_WQX-HANS-DOY,Montana,Hanson-Doyle Lake at deep site,Lake,48.36017,-114.46785
MTWTRSHD_WQX-HASK-CRK-MR,Montana,Haskill Creek at Monegan Road,Stream,48.38888,-114.30968
MTWTRSHD_WQX-HELLR-CRK-T,Montana,Hellroaring Creek at Taylor,Stream,48.47512,-114.39307
MTWTRSHD_WQX-HOLLAND,Montana,Holland Lake at deep site,Lake,47.44784,-113.59959
MTWTRSHD_WQX-HYLTCM,Montana,Hyalite Creek near mouth (East Gallatin River),Stream,45.793692,-111.127994
MTWTRSHD_WQX-HYLTCVCRD,Montana,Hyalite Creek at Valley Center Road,Stream,45.729384,-111.154872
MTWTRSHD_WQX-JETTE,Montana,Jette Lake at deep site,Lake,47.75924,-114.25037
MTWTRSHD_WQX-LAKEFI,Montana,Lake Five at deep site,Lake,48.46566,-114.01103
MTWTRSHD_WQX-LAZY-CRK-S,Montana,Lazy Creek at Shaw,Stream,48.47631,-114.44346
MTWTRSHD_WQX-LBF-SW-03,Montana,Little Blackfoot River downstream of Blackfeet 1,Stream,46.471709,-112.426347
MTWTRSHD_WQX-LBF-SW-04,Montana,Little Blackfoot River upstream of Blackfeet 1,Stream,46.46082,-112.419275
MTWTRSHD_WQX-LC-GARDNERPK,Montana,Limestone Creek near mouth at Gardner Park,Stream,45.640755,-111.02971
MTWTRSHD_WQX-LINDBERGH,Montana,Lindbergh Lake at deep site,Lake,47.38825,-113.73553
MTWTRSHD_WQX-LITT-BITT,Montana,Little Bitterroot Lake at deep site,Lake,48.12752,-114.71696
MTWTRSHD_WQX-LOGAN,Montana,Logan Creek at Tally campground bridge,Stream,48.415172,-114.58673
MTWTRSHD_WQX-LOON,Montana,Loon Lake at deep site,Lake,48.0236,-113.9901
MTWTRSHD_WQX-LOSTCOO,Montana,Lost Coon Lake at deep site,Lake,48.39386,-114.35941
MTWTRSHD_WQX-LOWER-STILL,Montana,Lower Stillwater Lake at deep site,Lake,48.51956,-114.55792
MTWTRSHD_WQX-MANVC01,Montana,Mandeville Creek above Red Wing Drive,Stream,45.707224,-111.055545
MTWTRSHD_WQX-MARYRON-E,Montana,Mary Ronan Lake East,Lake,47.936712,-114.396049
MTWTRSHD_WQX-MARYRON-W,Montana,Mary Ronan Lake West,Lake,47.9259,-114.40219
MTWTRSHD_WQX-MBC01,Montana,Mathew Bird Creek u/s from Burk Park off Linear Trail,Stream,45.6713,-111.0334
MTWTRSHD_WQX-MCGILV,Montana,McGilvray Lake at deep site,Lake,48.14256,-114.0831
MTWTRSHD_WQX-MFWF_MOUTH,Montana,Near Mouth of the Middle Fork of the West Fork,Stream,45.26627,-111.32168
MTWTRSHD_WQX-MURPHY,Montana,Murphy Lake at deep site,Lake,48.73497,-114.85892
MTWTRSHD_WQX-MURRAY,Montana,Murray Lake at deep site,Lake,48.44283,-114.45337
MTWTRSHD_WQX-OUSEL,Montana,South Fork West Fork Gallatin River at Ousel Falls Trail Bridge,Stream,45.241867,-111.334806
MTWTRSHD_WQX-PETERS,Montana,Peterson Lake at deep site,Lake,48.11912,-114.05733
MTWTRSHD_WQX-PORTALCR_MOUTH,Montana,Near Mouth of Portal Creek,Stream,45.316138,-111.185016
MTWTRSHD_WQX-ROGERS,Montana,Rogers Lake at deep site,Lake,48.06683,-114.60562
MTWTRSHD_WQX-SD05A,Montana,Sourdough Creek downstream Goldenstein Rd (aka Bozeman Cr),Stream,45.635357,-111.031594
MTWTRSHD_WQX-SFWF_MOUTH,Montana,Near Mouth of South Fork of the West Fork,Stream,45.26656,-111.28001
MTWTRSHD_WQX-SKYLES,Montana,Skyles Lake at deep site,Lake,48.40579,-114.40286
MTWTRSHD_WQX-SMITH,Montana,Smith Lake,Lake,48.495394,-114.422395
MTWTRSHD_WQX-SMITH-CRK-ELD,Montana,Smith Creek at East Lakeshore Dr,Stream,48.48667,-114.41215
MTWTRSHD_WQX-SOPHIE,Montana,Sophie Lake at deep site,Lake,48.95835,-115.12335
MTWTRSHD_WQX-SPENCER,Montana,Spencer Lake at deep site,Lake,48.39751,-114.41955
MTWTRSHD_WQX-STORMCASTLECR_MOUTH,Montana,Near Mouth of Stormcastle Creek,Stream,45.441135,-111.228371
MTWTRSHD_WQX-SUN-ADBEC01,Montana,Adobe Creek at Fort Shaw,Stream,47.509722,-111.799167
MTWTRSHD_WQX-SUN-DUCKC01,Montana,Duck Creek at county road,Stream,47.516111,-111.886111
MTWTRSHD_WQX-SUN-MILCU01,Montana,Mill Coulee at highway,Stream,47.545,-111.709167
MTWTRSHD_WQX-SUN-MUDYC02,Montana,Muddy Creek,Stream,47.56762,-111.5503
MTWTRSHD_WQX-SUN-MUDYC57,Montana,Muddy Creek at Vaughn,Stream,47.559444,-111.540278
MTWTRSHD_WQX-SUN-SUNR50,Montana,Sun River at Great Falls,Stream,47.4925,-111.319444
MTWTRSHD_WQX-SUN-SUNR51,Montana,Sun River at Ulm bridge,Stream,47.546944,-111.528333
MTWTRSHD_WQX-SUN-SUNR56,Montana,Sun River at Augusta,Stream,47.547222,-112.362222
MTWTRSHD_WQX-SWAN-N,Montana,Swan Lake North End,Lake,47.942975,-113.878581
MTWTRSHD_WQX-SWAN-S,Montana,Swan Lake South End,Lake,47.925127,-113.859575
MTWTRSHD_WQX-SWIFT-CRK-DEL,Montana,Swift Creek at Delrey,Stream,48.4852,-114.43361
MTWTRSHD_WQX-SWIFT-CRK-OLN,Montana,Swift Creek at Olney,Stream,48.60897,-114.51594
MTWTRSHD_WQX-TALLY,Montana,Tally Lake at deep site,Lake,48.40886,-114.55664
MTWTRSHD_WQX-TAYLORFK_ABV_WAPITI,Montana,Taylor Fork above Wapiti,Stream,45.06988,-111.30992
MTWTRSHD_WQX-TAYLORFK_BLW_WAPITI,Montana,Taylor Fork 2.5 miles downstream Wapiti Creek confluence,Stream,45.06321,-111.21913
MTWTRSHD_WQX-TAYLORFK_MOUTH,Montana,Near Mouth of Taylor Fork,Stream,45.075954,-111.202045
MTWTRSHD_WQX-TETRAU,Montana,Tetrault Lake at deep site,Lake,48.94685,-115.10904
MTWTRSHD_WQX-TH01-M05TMPSC01,Montana,"Thompson Creek, at ranch rd nr confluence with East Gallatin",Stream,45.834844,-111.1615
MTWTRSHD_WQX-THMPCM,Montana,Thompson Creek at mouth (East Gallatin River),Stream,45.837997,-111.160108
MTWTRSHD_WQX-TWA-SW-03,Montana,Field Blank,Stream,46.47117,-112.4276
MTVOLWQM_WQX-YELLOWBAY,Montana,Yellow Bay,Lake,47.875212,-114.029045
MTWTRSHD_WQX-UG05MFTR03,Montana,Gallatin R tributary of Middle Fk West Fk into Lake Levinsky,Stream,45.2869,-111.397
MTWTRSHD_WQX-UPGL-GLTNR02,Montana,Gallatin River Middle Fork of West Fork just u/s of North Fk,Stream,45.2662,-111.3216
MTWTRSHD_WQX-UPGL-GLTNR04,Montana,Gallatin River South Fork on Two Rivers Road,Stream,45.2665,-111.2802
MTWTRSHD_WQX-UPGL-GLTNR07,Montana,Gallatin River West Fork,Stream,45.2642,-111.3108
MTWTRSHD_WQX-UPGL-GLTNR10,Montana,Gallatin River West Fork upstream of Hwy 64,Stream,45.2684,-111.2747
MTWTRSHD_WQX-UPGL-GLTNR11,Montana,Gallatin River North Fork first bridge on Lone Mountain Road,Stream,45.2692,-111.3209
MTWTRSHD_WQX-UPGL-GLTNR17,Montana,Gallatin River Middle Fork of West Fork d/s Lake Lavinsky,Stream,45.2873,-111.3931
MTWTRSHD_WQX-UPGL-GLTNR36,Montana,Gallatin River West Fork downstream of Hwy 64 bridge,Stream,45.2656,-111.2577
MTWTRSHD_WQX-UPP-STILL,Montana,Upper Stillwater Lake at deep site,Lake,48.60327,-114.65423
MTWTRSHD_WQX-UPP-WF,Montana,Upper Whitefish Lake at deep site,Lake,48.685611,-114.579648
MTWTRSHD_WQX-VIKING-CRK-WA,Montana,Viking Creek at Wisconsin Ave,Stream,48.43103,-114.3409
MTWTRSHD_WQX-WALKER-CRK-MR,Montana,Walker Creek at Monegan Road,Stream,48.3774,-114.29912
MTWTRSHD_WQX-WFGR_ABV_GOLF,Montana,West Fork of the Gallatin River above the Golf Course,Stream,45.26416,-111.31082
MTWTRSHD_WQX-WFGR_BLW_GOLF,Montana,West Fork of the Gallatin River below the Golf Course,Stream,45.26827,-111.27458
MTWTRSHD_WQX-WFGR_MOUTH,Montana,Near Mouth of the West Fork of the Gallatin River,Stream,45.26589,-111.25704
MTWTRSHD_WQX-WF-LK-IP1,Montana,Whitefish Lake at IP1,Lake,48.47135,-114.39284
MTWTRSHD_WQX-WF-LK-IP2,Montana,Whitefish Lake at IP2,Lake,48.42109,-114.35722
MTWTRSHD_WQX-WF-R-SPB,Montana,Whitefish River at Skye Park Bridge,Stream,48.415199,-114.351435
MTWTRSHD_WQX-WGALMTH,Montana,West Gallatin River above Nixon Gulch Road,Stream,45.891056,-111.333872
MTWTRSHD_WQX-COW-CRK-PA,Montana,Cow Creek at Park Ave,Stream,48.4019,-114.32777
NALMS-F1796095,Montana,"Lost Coon Lake, Flathead County, MT, USA",Lake,48.396,-114.36
NALMS-F771798,Montana,"Glen Lake, Lincoln County, MT, USA",Lake,48.865,-114.95
NALMS-F772475,Montana,"Holland Lake, Missoula County, MT, USA",Lake,47.448,-113.599
NALMS-F772817,Montana,"Jette Lake, Lake County, MT, USA",Lake,47.76,-114.25
NALMS-F775913,Montana,"Rogers Lake, Flathead County, MT, USA",Lake,48.661,-113.938
NALMS-F778854,Montana,"Abbot Lake, Flathead County, MT, USA",Lake,48.118,-114.052
NALMS-F779175,Montana,"Ashley Lake, Flathead County, MT, USA, 48.2044038, -114.6165276",Lake,48.204,-114.617
NALMS-F779258,Montana,"Bailey Lake, Flathead County, MT, USA",Lake,48.471,-114.132
NALMS-F779626,Montana,"Beaver Lake, Flathead County, MT, USA, 48.4348751, -114.4196584",Lake,48.435,-114.42
NALMS-F779886,Montana,"Big Therriault Lake, Lincoln County, MT, USA, 48.9327801, -114.8",Lake,48.933,-114.876
NALMS-F780084,Montana,"Lake Blaine, Flathead County, MT, USA",Lake,48.245,-114.119
NALMS-F780093,Montana,"Blanchard Lake, Flathead County, MT, USA",Lake,48.384,-114.366
NALMS-F780234,Montana,"Bootjack Lake, Flathead County, MT, USA",Lake,48.423,-114.494
NALMS-F782371,Montana,"Dickey Lake, Flathead County, MT, USA",Lake,48.284,-113.718
