OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSBRIS,Bristow Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.5444610000,-115.2929240000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSCANY,Canyon Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.4306150000,-115.2855340000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSCRHS,Cripple Horse Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.4788310000,-115.2601440000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSDODG,Dodge Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.9336830000,-115.2028690000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSFIVM,Fivemile Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.5360290000,-115.2019480000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSGEIB,Geibler Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.6265970000,-115.2952120000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSMGUR,McGuire Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.6957560000,-115.3048280000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSNFPS,North Fork Parsnip Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.6756080000,-115.3432380000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSPARS,Parsnip Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.6644870000,-115.3425280000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSSULL,Sullivan Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.8708320000,-115.2581240000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSTENM,Tenmile Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.5956550000,-115.2041170000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSTOBC,Tobacco River,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.8974070000,-115.1220370000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSURAL,Ural Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.6020600000,-115.2699650000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RSYUNG,Young Creek,River/Stream,"At mouth, near Koocanusa Reservoir",17010101,,,,,48.9626100000,-115.1967810000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-RUBY-CAMP,Ruby Creek at Campground,River/Stream,campground off of ruby creek road; 140m upsteam of Madison River confluence,10020007,,,,,45.0594250000,-111.6652580000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SA1,SALMON1,Lake,"Southern bay of shore, sample taken at surface",17010203,,,,,47.0690000000,-113.3860000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SA2,SALMON2,Lake,"Center of lake at deepsest point, sample taken at surface",17010203,,,,,47.0970000000,-113.4050000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SA2_DEEP,SALMON2_Deep,Lake,"Center of lake at deepsest point, sample taken at depth",17010203,,,,,47.0970000000,-113.4050000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SA5,SALMON5,Lake,"Northern shore of lake off peninsula, sample taken at surface",17010203,,,,,47.1050000000,-113.4100000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SA_ECOLI,SAECOLI,Lake,Salmon Lake outlet,17010203,,,,,47.0660000000,-113.3900000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALISHPT,Salish Point,Lake,Salish Point,17010208,,,,,47.6974770000,-114.1611000000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,047,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_1,Salmon Lake at Salmon Cove Rd,Lake,,17010203,,,,,47.0690100000,-113.3860390000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_2,Salmon Lake at South Bay,Lake,,17010203,,,,,47.0759700000,-113.3880080000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_3,Salmon Lake 800 ft N of Woodworth Rd,Lake,,17010203,,,,,47.1001000000,-113.4029910000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_4,Salmon Lake at Sourdough Island,Lake,,17010203,,,,,47.1047790000,-113.4102010000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_5,"Salmon Lake near Hwy 83, N Boat Launch",Lake,,17010203,,,,,47.1088580000,-113.4238810000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_6,Salmon Lake at upper State Park Campground,Lake,,17010203,,,,,47.0944430000,-113.4002040000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_7,Salmon Lake at lower State Park Campground,Lake,,17010203,,,,,47.0863610000,-113.3943600000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMON_8,Salmon Lake at southern pulloff of Hwy 83,Lake,,17010203,,,,,47.0716540000,-113.3846870000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMONLKMN,Salmon Lake mid-north basin,Lake,Salmon Lake has four holes running N/S/  This is the deepest point of the northern-most of the two middle holes.,17010203,,,,,47.0965800000,-113.4048000000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMONLKMS,Salmon Lake mid-south basin,Lake,Salmon Lake has four holes running N/S/  This is the deepest point of the southern-most of the two middle holes.,17010203,,,,,47.0884200000,-113.3999300000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SALMONLKN,Salmon Lake north basin,Lake,Salmon Lake has four holes running N/S/  This is the deepest point of the northern-most hole.,17010203,,,,,47.1032800000,-113.4133800000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SE1,SEELEY1,Lake,"Center of southern bay, sample taken at surface",17010203,,,,,47.1750000000,-113.4890000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SE1_DEEP,SEELEY1_Deep,Lake,"Center of southern bay, sample taken at depth",17010203,,,,,47.1750000000,-113.4890000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SE2,SEELEY2,Lake,"Center of lake, sample taken at surface",17010203,,,,,47.1860000000,-113.5040000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SE2_DEEP,SEELEY2_Deep,Lake,"Center of lake, sample taken at depth",17010203,,,,,47.1860000000,-113.5040000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SE8,SEELEY8,Lake,"Northern shore of lake, sample taken at surface",17010203,,,,,47.2130000000,-113.5220000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SECONDC-01,Second Creek,River/Stream,Second Creek,17010203,,,,,47.1769400000,-113.6801000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_1,Seeley Lake at south bay,Lake,,17010203,,,,,47.1736750000,-113.4815660000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_10,Seeley Lake at Deer Creek Inlet,Lake,,17010203,,,,,47.2085980000,-113.5297450000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_11,Seeley Lake near Forest Service Cabins,Lake,,17010203,,,,,47.1970470000,-113.5195910000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_12,Seeley Lake at Seeley Creek Inlet,Lake,,17010203,,,,,47.1798440000,-113.4894990000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_13,Seeley Lake at S Bay near Dock,Lake,,17010203,,,,,47.1740260000,-113.4805460000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_2,Seeley Lake at SW bay off C St,Lake,,17010203,,,,,47.1733340000,-113.4924240000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_3,Seeley Lake at Montana Pines,Lake,,17010203,,,,,47.1933670000,-113.5077140000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_4,Seeley Lake at SL Campground near river outlet,Lake,,17010203,,,,,47.1898610000,-113.5151670000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_5,Seeley Lake at Tamarack's Resort,Lake,,17010203,,,,,47.2035810000,-113.5123640000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_6,Seeley Lake at Ranger Station (Rice Creek),Lake,,17010203,,,,,47.2128540000,-113.5219010000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_7,Seeley Lake at N end of River Point Campground,Lake,,17010203,,,,,47.1881280000,-113.5142310000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_8,Seeley Lake at S end of Big Larch Campground,Lake,,17010203,,,,,47.1810810000,-113.4909040000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEY_9,Seeley Lake at Clearwater River Inlet,Lake,,17010203,,,,,47.2118330000,-113.5268330000,,,,Interpolation-Satellite,WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEYLKM,Seeley Lake middle basin,Lake,Seeley Lake has three holes running N/S.  This is the deepest point of the northern-most hole.,17010203,,,,,47.1863600000,-113.5044900000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEYLKN,Seeley Lake north basin,Lake,Seeley Lake has three holes running N/S.  This is the deepest point of the middle hole.,17010203,,,,,47.2046200000,-113.5198600000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEELEYLKS,Seeley Lake south basin,Lake,Seeley Lake has three holes running N/S.  This is the deepest point of the southern-most hole.,17010203,,,,,47.1749300000,-113.4885400000,,,,Unknown,UNKWN,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SEL,Seeley Creek,River/Stream,Seeley Creek at SOS Road,17010203,,,,,47.1830700000,-113.4816200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SELINDY_ECOLI,SELINDYECOLI,Lake,Seeley Lake at Lindy dock,17010203,,,,,47.1740000000,-113.4800000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SERIV_ECOLI,SERIVECOLI,Lake,Seeley Lake River Outlet,17010203,,,,,47.1650000000,-113.4900000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,063,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NBURNTFK-A,North Burnt Fork A,River/Stream,at Wildflower Lane,17010205,,,,,46.5272200000,-114.0880000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NBURNTFK-AA,N. Burnt Fork Creek AA,River/Stream,At southern border of Metcalf Refuge,17010205,,,,,46.5338340000,-114.0977330000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NBURNTFK-B,N. Burnt Fork Creek B,River/Stream,FS/County Road Bridge beyond last residence,17010205,,,,,46.4566700000,-113.9380600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NBURNTFK-C,N. Burnt Fork Creek C,River/Stream,0.4 mi. d/s confluence with Gold Creek,17010205,,,,,46.4040550000,-113.9041420000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NBURNTFK-D,North Burnt Fork D,River/Stream,Downstream of confluence with Gold Creek,17010205,,,,,46.3960700000,-113.9031400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NFRYECR-A,North Rye Creek A,River/Stream,Lower North Rye at Rye Creek Rd.,17010205,,,,,45.9784310000,-114.0380860000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-NFRYECR-B,NF Rye Creek B,River/Stream,d/s confluence with Fox Creek,17010205,,,,,45.9963430000,-114.0316240000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-RYECR-A,NF Rye Creek A,River/Stream,Highway 93 Bridge,17010205,,,,,45.9791530000,-114.0281130000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-RYECR-AA,Rye Creek AA,River/Stream,Rye Cr Rd just below Windy Ridge Turnoff,17010205,,,,,45.9667670000,-114.1170090000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-RYECR-B,Rye Creek B,River/Stream,0.5 mi. u/s NF Rye Creek,17010205,,,,,45.9791600000,-114.0280910000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-SKALKAHOCR-A,Skalkaho Creek A,River/Stream,At Hwy 93 crossing,17010205,,,,,46.2142810000,-114.1551350000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-SKALKAHOCR-AA,Skalkaho Creek  AA,River/Stream,At fish Hatchery Rd,17010205,,,,,46.1971530000,-114.1130690000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-SKALKAHOCR-B,Skalkaho Creek B,River/Stream,"About 500' west of USFS Road 75(Rye Ck. Rd), at mile post 17",17010205,,,,,46.1702800000,-113.9091600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-SKALKAHOCR-C,Skalkaho Creek C,River/Stream,Skalkaho Hwy u/s Black Bear Campground,17010205,,,,,46.1693330000,-113.9111710000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-SKALKAHOCR-D,Skalkaho Creek D,River/Stream,Downstream of confluence with Daly Cr.,17010205,,,,,46.1678810000,-113.9127170000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-THREEMILECR-A,Threemile Creek C,River/Stream,At state wildlife management area boundary,17010205,,,,,46.6214970000,-113.8984190000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-THREEMILECR-B,Threemile Creek B,River/Stream,Latlong is at 4 corners,17010205,,,,,46.6044400000,-113.9344400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-THREEMILECR-C,Threemile Creek A,River/Stream,At Rathbun Lane crossing,17010205,,,,,46.5664330000,-114.0612290000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-WILLOWCR-A,Willow Creek A,River/Stream,Teller Refuge Bridge,17010205,,,,,46.3272200000,-114.1350000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-WILLOWCR-AA,Willow Creek AA,River/Stream,100 Willow Creek  RD take driveway to barn,17010205,,,,,46.2934880000,-113.9653800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SF-WILLOWCR-B,Willow Creek B,River/Stream,Just past Forest Service boundary,17010205,,,,,46.2986200000,-114.0755000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,081,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SFYAAKR,South Fork Yaak River,River/Stream,Major 'fork' of theYaak River,17010103,,,,,48.8267700000,-115.6892100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),WGS84,,,,,,,US,30,053,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM,Somers,Lake,Somers,17010208,,,,,48.0774020000,-114.2327240000,40000,,,Interpolation-Map,WGS84,,,,,,,US,30,029,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-CR,South Meadow Creek upstream N Ennis Lake Road crossing,River/Stream,South Meadow Creek upstream N Ennis Lake Road crossing,10020007,,,,,45.4440240000,-111.7190090000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-EDC,South Meadow Creek middle,River/Stream,200' upstream of bridge on Endecott (EDC) Ranch.,10020007,,,,,45.4509670000,-111.7472170000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-HWY,South Meadow Creek at Hwy 287 crossing,River/Stream,South Meadow Creek at Hwy 287 crossing,10020007,,,,,45.4477750000,-111.7314500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
MTVOLWQM_WQX,Montana Volunteer Water Quality Monitoring,MTVOLWQM_WQX-SM-LKRD,South Meadow Creek lower,River/Stream,"Near confluence with North Meadow Creek, 10' downstream of culvert outlet on county road, Lake Road (LKRD).",10020007,,,,,45.4435170000,-111.7186170000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,057,,,,,,,,,,STORET
